filename,filepath,day,domain,cut_code,seq_number,parsed_ok,label,foreground_ratio,segmentation_fallback,image_shape
DAY-1_RPH_HDM_038.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_038.JPG,DAY-1,RPH,HDM,38,True,,0.08003333333333333,False,"(181, 260)"
DAY-1_RPH_HDM_039.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_039.JPG,DAY-1,RPH,HDM,39,True,,0.062114583333333334,False,"(182, 213)"
DAY-1_RPH_HDM_040.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_040.JPG,DAY-1,RPH,HDM,40,True,,0.059652083333333335,False,"(184, 191)"
DAY-1_RPH_HDM_041.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_041.JPG,DAY-1,RPH,HDM,41,True,,0.0714,False,"(195, 216)"
DAY-1_RPH_HDM_042.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_042.JPG,DAY-1,RPH,HDM,42,True,,0.07215416666666667,False,"(221, 223)"
DAY-1_RPH_HDM_043.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_043.JPG,DAY-1,RPH,HDM,43,True,,0.06541041666666667,False,"(186, 217)"
DAY-1_RPH_HDM_044.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_044.JPG,DAY-1,RPH,HDM,44,True,,0.07144166666666667,False,"(190, 238)"
DAY-1_RPH_HDM_045.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_045.JPG,DAY-1,RPH,HDM,45,True,,0.07909166666666667,False,"(199, 237)"
DAY-1_RPH_HDM_046.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_046.JPG,DAY-1,RPH,HDM,46,True,,0.08337916666666667,False,"(216, 246)"
DAY-1_RPH_HDM_047.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_047.JPG,DAY-1,RPH,HDM,47,True,,0.08281666666666666,False,"(210, 254)"
DAY-1_RPH_HDM_048.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_048.JPG,DAY-1,RPH,HDM,48,True,,0.07812291666666667,False,"(187, 264)"
DAY-1_RPH_HDM_049.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_049.JPG,DAY-1,RPH,HDM,49,True,,0.08567708333333333,False,"(233, 238)"
DAY-1_RPH_HDM_050.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_050.JPG,DAY-1,RPH,HDM,50,True,,0.08291041666666667,False,"(241, 238)"
DAY-1_RPH_HDM_051.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_051.JPG,DAY-1,RPH,HDM,51,True,,0.06746458333333333,False,"(174, 241)"
DAY-1_RPH_HDM_053.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_053.JPG,DAY-1,RPH,HDM,53,True,,0.07055,False,"(188, 232)"
DAY-1_RPH_HDM_054.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_054.JPG,DAY-1,RPH,HDM,54,True,,0.07422708333333333,False,"(184, 248)"
DAY-1_RPH_HDM_055.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_055.JPG,DAY-1,RPH,HDM,55,True,,0.07860625,False,"(199, 242)"
DAY-1_RPH_HDM_056.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_056.JPG,DAY-1,RPH,HDM,56,True,,0.07708333333333334,False,"(198, 235)"
DAY-1_RPH_HDM_057.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_057.JPG,DAY-1,RPH,HDM,57,True,,0.057172916666666664,False,"(162, 221)"
DAY-1_RPH_HDM_058.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_058.JPG,DAY-1,RPH,HDM,58,True,,0.05561875,False,"(157, 224)"
DAY-1_RPH_HDM_059.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_059.JPG,DAY-1,RPH,HDM,59,True,,0.07650833333333333,False,"(209, 225)"
DAY-1_RPH_HDM_060.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_060.JPG,DAY-1,RPH,HDM,60,True,,0.07837083333333333,False,"(223, 234)"
DAY-1_RPH_HDM_061.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_061.JPG,DAY-1,RPH,HDM,61,True,,0.05346041666666667,False,"(166, 196)"
DAY-1_RPH_HDM_062.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_062.JPG,DAY-1,RPH,HDM,62,True,,0.054483333333333335,False,"(165, 194)"
DAY-1_RPH_HDM_063.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_063.JPG,DAY-1,RPH,HDM,63,True,,0.0557,False,"(176, 185)"
DAY-1_RPH_HDM_064.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_064.JPG,DAY-1,RPH,HDM,64,True,,0.05684583333333333,False,"(170, 187)"
DAY-1_RPH_HDM_065.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_065.JPG,DAY-1,RPH,HDM,65,True,,0.059464583333333335,False,"(182, 205)"
DAY-1_RPH_HDM_066.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_066.JPG,DAY-1,RPH,HDM,66,True,,0.0622125,False,"(189, 209)"
DAY-1_RPH_HDM_067.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_067.JPG,DAY-1,RPH,HDM,67,True,,0.087875,False,"(199, 259)"
DAY-1_RPH_HDM_068.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_068.JPG,DAY-1,RPH,HDM,68,True,,0.08704375,False,"(222, 248)"
DAY-1_RPH_HDM_069.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_069.JPG,DAY-1,RPH,HDM,69,True,,0.06252708333333333,False,"(181, 201)"
DAY-1_RPH_HDM_070.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_070.JPG,DAY-1,RPH,HDM,70,True,,0.06360625,False,"(180, 205)"
DAY-1_RPH_HDM_071.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_071.JPG,DAY-1,RPH,HDM,71,True,,0.07278333333333334,False,"(188, 221)"
DAY-1_RPH_HDM_072.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_072.JPG,DAY-1,RPH,HDM,72,True,,0.07533541666666667,False,"(185, 236)"
DAY-1_RPH_HDM_073.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_073.JPG,DAY-1,RPH,HDM,73,True,,0.054254166666666666,False,"(184, 173)"
DAY-1_RPH_HDM_074.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_074.JPG,DAY-1,RPH,HDM,74,True,,0.05204583333333333,False,"(179, 188)"
DAY-1_RPH_HDM_075.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_075.JPG,DAY-1,RPH,HDM,75,True,,0.055414583333333337,False,"(162, 200)"
DAY-1_RPH_HDM_076.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_076.JPG,DAY-1,RPH,HDM,76,True,,0.057120833333333336,False,"(160, 208)"
DAY-1_RPH_HDM_077.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_077.JPG,DAY-1,RPH,HDM,77,True,,0.07015625,False,"(194, 237)"
DAY-1_RPH_HDM_078.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_078.JPG,DAY-1,RPH,HDM,78,True,,0.07295416666666667,False,"(213, 237)"
DAY-1_RPH_HDM_080.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_080.JPG,DAY-1,RPH,HDM,80,True,,0.049077083333333334,False,"(155, 185)"
DAY-1_RPH_HDM_081.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_081.JPG,DAY-1,RPH,HDM,81,True,,0.07182083333333333,False,"(194, 208)"
DAY-1_RPH_HDM_082.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_082.JPG,DAY-1,RPH,HDM,82,True,,0.06969375,False,"(201, 212)"
DAY-1_RPH_HDM_083.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_083.JPG,DAY-1,RPH,HDM,83,True,,0.07453541666666667,False,"(214, 213)"
DAY-1_RPH_HDM_086.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_086.JPG,DAY-1,RPH,HDM,86,True,,0.053247916666666666,False,"(182, 176)"
DAY-1_RPH_HDM_087.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_087.JPG,DAY-1,RPH,HDM,87,True,,0.06644375,False,"(196, 197)"
DAY-1_RPH_HDM_088.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_088.JPG,DAY-1,RPH,HDM,88,True,,0.06604791666666666,False,"(206, 205)"
DAY-1_RPH_HDM_089.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_089.JPG,DAY-1,RPH,HDM,89,True,,0.06434375,False,"(172, 222)"
DAY-1_RPH_HDM_090.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_090.JPG,DAY-1,RPH,HDM,90,True,,0.06071666666666667,False,"(175, 208)"
DAY-1_RPH_HDM_091.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_091.JPG,DAY-1,RPH,HDM,91,True,,0.06848333333333333,False,"(189, 235)"
DAY-1_RPH_HDM_092.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_092.JPG,DAY-1,RPH,HDM,92,True,,0.06685416666666667,False,"(185, 213)"
DAY-1_RPH_HDM_093.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_093.JPG,DAY-1,RPH,HDM,93,True,,0.06374166666666667,False,"(195, 188)"
DAY-1_RPH_HDM_094.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_094.JPG,DAY-1,RPH,HDM,94,True,,0.06174375,False,"(197, 192)"
DAY-1_RPH_HDM_095.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_095.JPG,DAY-1,RPH,HDM,95,True,,0.07791458333333333,False,"(180, 282)"
DAY-1_RPH_HDM_096.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_096.JPG,DAY-1,RPH,HDM,96,True,,0.07698125,False,"(196, 291)"
DAY-1_RPH_HDM_097.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_097.JPG,DAY-1,RPH,HDM,97,True,,0.07138125,False,"(185, 228)"
DAY-1_RPH_HDM_098.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_098.JPG,DAY-1,RPH,HDM,98,True,,0.06811458333333334,False,"(182, 226)"
DAY-1_RPH_HDM_099.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_099.JPG,DAY-1,RPH,HDM,99,True,,0.051925,False,"(163, 206)"
DAY-1_RPH_HDM_100.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_100.JPG,DAY-1,RPH,HDM,100,True,,0.052560416666666665,False,"(151, 228)"
DAY-1_RPH_HDM_101.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_101.JPG,DAY-1,RPH,HDM,101,True,,0.07469375,False,"(213, 215)"
DAY-1_RPH_HDM_102.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_102.JPG,DAY-1,RPH,HDM,102,True,,0.077075,False,"(208, 220)"
DAY-1_RPH_HDM_103.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_103.JPG,DAY-1,RPH,HDM,103,True,,0.050708333333333334,False,"(182, 174)"
DAY-1_RPH_HDM_104.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_104.JPG,DAY-1,RPH,HDM,104,True,,0.05114791666666667,False,"(175, 179)"
DAY-1_RPH_HDM_105.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_105.JPG,DAY-1,RPH,HDM,105,True,,0.06993541666666667,False,"(186, 216)"
DAY-1_RPH_HDM_106.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_106.JPG,DAY-1,RPH,HDM,106,True,,0.07045625,False,"(184, 221)"
DAY-1_RPH_HDM_107.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_107.JPG,DAY-1,RPH,HDM,107,True,,0.07946041666666667,False,"(200, 236)"
DAY-1_RPH_HDM_108.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_108.JPG,DAY-1,RPH,HDM,108,True,,0.0768,False,"(197, 238)"
DAY-1_RPH_HDM_110.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_110.JPG,DAY-1,RPH,HDM,110,True,,0.061527083333333336,False,"(167, 214)"
DAY-1_RPH_HDM_111.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_111.JPG,DAY-1,RPH,HDM,111,True,,0.06657291666666666,False,"(185, 210)"
DAY-1_RPH_HDM_112.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_112.JPG,DAY-1,RPH,HDM,112,True,,0.06512083333333334,False,"(179, 209)"
DAY-1_RPH_HDM_113.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_113.JPG,DAY-1,RPH,HDM,113,True,,0.06288333333333333,False,"(174, 216)"
DAY-1_RPH_HDM_114.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_114.JPG,DAY-1,RPH,HDM,114,True,,0.06632708333333333,False,"(186, 210)"
DAY-1_RPH_HDM_115.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_115.JPG,DAY-1,RPH,HDM,115,True,,0.058277083333333334,False,"(171, 193)"
DAY-1_RPH_HDM_116.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_116.JPG,DAY-1,RPH,HDM,116,True,,0.054989583333333335,False,"(158, 193)"
DAY-1_RPH_HDM_117.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_117.JPG,DAY-1,RPH,HDM,117,True,,0.05964166666666667,False,"(172, 211)"
DAY-1_RPH_HDM_118.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_118.JPG,DAY-1,RPH,HDM,118,True,,0.06580625,False,"(178, 222)"
DAY-1_RPH_HDM_119.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_119.JPG,DAY-1,RPH,HDM,119,True,,0.056552083333333336,False,"(182, 189)"
DAY-1_RPH_HDM_120.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_120.JPG,DAY-1,RPH,HDM,120,True,,0.06122916666666667,False,"(183, 192)"
DAY-1_RPH_HDM_121.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_121.JPG,DAY-1,RPH,HDM,121,True,,0.07269583333333333,False,"(196, 226)"
DAY-1_RPH_HDM_122.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_122.JPG,DAY-1,RPH,HDM,122,True,,0.06920833333333333,False,"(191, 213)"
DAY-1_RPH_HDM_123.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_123.JPG,DAY-1,RPH,HDM,123,True,,0.05557708333333333,False,"(174, 181)"
DAY-1_RPH_HDM_124.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_124.JPG,DAY-1,RPH,HDM,124,True,,0.05703125,False,"(168, 192)"
DAY-1_RPH_HDM_125.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_125.JPG,DAY-1,RPH,HDM,125,True,,0.06298541666666667,False,"(212, 176)"
DAY-1_RPH_HDM_126.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_126.JPG,DAY-1,RPH,HDM,126,True,,0.06249375,False,"(206, 175)"
DAY-1_RPH_HDM_127.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_127.JPG,DAY-1,RPH,HDM,127,True,,0.05635,False,"(164, 216)"
DAY-1_RPH_HDM_128.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_128.JPG,DAY-1,RPH,HDM,128,True,,0.05651875,False,"(165, 207)"
DAY-1_RPH_HDM_129.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_129.JPG,DAY-1,RPH,HDM,129,True,,0.05738541666666667,False,"(184, 206)"
DAY-1_RPH_HDM_130.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_130.JPG,DAY-1,RPH,HDM,130,True,,0.06175208333333333,False,"(201, 186)"
DAY-1_RPH_HDM_131.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_131.JPG,DAY-1,RPH,HDM,131,True,,0.06125,False,"(173, 200)"
DAY-1_RPH_HDM_132.JPG,/home/tsaga/projects/beefresearch-bima/data/dataset_root/DAY-1/DAY-1_RPH_HDM_132.JPG,DAY-1,RPH,HDM,132,True,,0.06170833333333333,False,"(169, 208)"
